date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:44:25	56505/56505	---M--	200	added ('OK')	image/png	etag:CNbH/Lnzjv8CEAE=	https://images.squarespace-cdn.com/content/v1/646e19f8a0d4e05be5c35bac/75a447a0-321c-447d-8528-3df33fe02284/tax-percentage.png	D:/Numerix/Numerix%20old/images.squarespace-cdn.com/content/v1/646e19f8a0d4e05be5c35bac/75a447a0-321c-447d-8528-3df33fe02284/tax-percentage.png	(from https://www.numericx.co.uk/)
00:44:26	69377/69377	---M--	200	added ('OK')	image/png	etag:CK/p9J/zjv8CEAE=	https://images.squarespace-cdn.com/content/v1/646e19f8a0d4e05be5c35bac/9459c679-4a72-4451-adff-4b4818dec2d3/business-agreement.png	D:/Numerix/Numerix%20old/images.squarespace-cdn.com/content/v1/646e19f8a0d4e05be5c35bac/9459c679-4a72-4451-adff-4b4818dec2d3/business-agreement.png	(from https://www.numericx.co.uk/)
00:44:26	41671/41671	---M--	200	added ('OK')	image/png	etag:CNWJyb/zjv8CEAE=	https://images.squarespace-cdn.com/content/v1/646e19f8a0d4e05be5c35bac/652a7569-8aa0-421e-8f10-fc1716d9e0f1/error-in-calendar.png	D:/Numerix/Numerix%20old/images.squarespace-cdn.com/content/v1/646e19f8a0d4e05be5c35bac/652a7569-8aa0-421e-8f10-fc1716d9e0f1/error-in-calendar.png	(from https://www.numericx.co.uk/)
00:44:27	4222/4222	---M--	200	added ('OK')	image/png	etag:CL7K7amBj/8CEAE=	https://images.squarespace-cdn.com/content/v1/646e19f8a0d4e05be5c35bac/6dbe9746-8d4d-48ed-8118-a8a13e50796d/avatar.png	D:/Numerix/Numerix%20old/images.squarespace-cdn.com/content/v1/646e19f8a0d4e05be5c35bac/6dbe9746-8d4d-48ed-8118-a8a13e50796d/avatar.png	(from https://www.numericx.co.uk/)
00:44:28	24616/24616	---M--	200	added ('OK')	image/png	etag:CIKjvd3Rn/8CEAE=	https://images.squarespace-cdn.com/content/v1/646e19f8a0d4e05be5c35bac/65f8855b-3783-427f-91c2-632ae52aceca/629652c42be59dc55430cabb.png	D:/Numerix/Numerix%20old/images.squarespace-cdn.com/content/v1/646e19f8a0d4e05be5c35bac/65f8855b-3783-427f-91c2-632ae52aceca/629652c42be59dc55430cabb.png	(from https://www.numericx.co.uk/)
00:44:29	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:29	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:29	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:29	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:30	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:30	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:30	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:31	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:31	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:31	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:31	180735/180735	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2001%20Apr%202024%2019:44:29%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.ae590dcc1b5c07b64253fee4848b19da.js	D:/Numerix/Numerix%20old/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.ae590dcc1b5c07b64253fee4848b19da.js	(from https://www.numericx.co.uk/)
00:44:31	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:31	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:32	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:32	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:32	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:32	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:32	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2011%20May%209851%2003:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	D:/Numerix/Numerix%20old/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:33	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:33	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2011%20May%209851%2003:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	D:/Numerix/Numerix%20old/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:33	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:33	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2011%20May%209851%2003:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	D:/Numerix/Numerix%20old/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:34	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:34	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2011%20May%209851%2003:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	D:/Numerix/Numerix%20old/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:34	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:34	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2011%20May%209851%2003:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	D:/Numerix/Numerix%20old/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:35	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:35	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:35	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:35	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/646e19f8a0d4e05be5c35bac/25/5c5a519771c10ba3470d8101/646e19f8a0d4e05be5c35bb5/1512/site.css)
00:44:36	44145/44145	---M-Z	200	added ('OK')	text/javascript	etag:%22f7c827818f4b547d413df30cb096501a%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-f90a2002408303961162-min.en-US.js	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-f90a2002408303961162-min.en-US.js	(from https://www.numericx.co.uk/cart)
00:44:41	41309/41309	---M-Z	200	added ('OK')	text/javascript	etag:%22a3e88059d2ff8e5e26eb1b1ce249bb76%22	http://assets.squarespace.com/universal/scripts-compressed/performance-44635b12df0cca538cb6-min.en-US.js	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/scripts-compressed/performance-44635b12df0cca538cb6-min.en-US.js	(from https://www.numericx.co.uk/cart)
00:44:45	246078/246078	---M-Z	200	added ('OK')	text/javascript	etag:%224e5cc05b1c9b281563702f42a97d9401%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-3a8c2fd5d54f79d4fbfe-min.en-US.js	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-3a8c2fd5d54f79d4fbfe-min.en-US.js	(from https://www.numericx.co.uk/cart)
00:44:48	44171/44171	---M-Z	200	added ('OK')	text/javascript	etag:%22bcaeae37979fcc1af3d9834e8c3e2695%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-63cb688f6105b8fe0b0f-min.en-US.js	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-63cb688f6105b8fe0b0f-min.en-US.js	(from https://www.numericx.co.uk/meeting)
00:45:06	651821/651821	---M-Z	200	added ('OK')	text/javascript	etag:%22070d7c5dca666358ed16e911538223df%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-bdf6d443b43d1c78500e-min.en-US.js	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/scripts-compressed/common-vendors-bdf6d443b43d1c78500e-min.en-US.js	(from https://www.numericx.co.uk/cart)
00:45:20	651741/651741	---M-Z	200	added ('OK')	text/javascript	etag:%223b1d6837712a010d8b2e7e03463af7f9%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-74d8d182600da63ccb60-min.en-US.js	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/scripts-compressed/common-vendors-74d8d182600da63ccb60-min.en-US.js	(from https://www.numericx.co.uk/meeting)
00:45:22	10997/10997	---MCZ	200	added ('OK')	application/javascript	etag:W/%223dda49c0223b617e2f088c195726b562%22	https://assets.calendly.com/assets/external/widget.js	D:/Numerix/Numerix%20old/assets.calendly.com/assets/external/widget.js	(from https://www.numericx.co.uk/meeting)
00:45:48	1624211/1624211	---M-Z	200	added ('OK')	text/javascript	etag:%229f7cc3f86386f6baa03c23b0f2e70d2c%22	http://assets.squarespace.com/universal/scripts-compressed/common-aaec5509aed6fde35c83-min.en-US.js	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/scripts-compressed/common-aaec5509aed6fde35c83-min.en-US.js	(from https://www.numericx.co.uk/cart)
00:46:02	1624212/1624212	---M-Z	200	added ('OK')	text/javascript	etag:%22209443a0c418e46a1eb4fb5b55e026cc%22	http://assets.squarespace.com/universal/scripts-compressed/common-356e6a25ca5ce6a6fbb9-min.en-US.js	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/scripts-compressed/common-356e6a25ca5ce6a6fbb9-min.en-US.js	(from https://www.numericx.co.uk/meeting)
00:46:41	5874096/5874096	---M-Z	200	added ('OK')	text/javascript	etag:%224d54408189dafc707d09282b5eb6a2f4%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-checkout-e1794f5a1b245ca65ce2-min.en-US.js	D:/Numerix/Numerix%20old/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-e1794f5a1b245ca65ce2-min.en-US.js	(from https://www.numericx.co.uk/cart)
